ORDER_ID,CUST_ID,CUST_NAME,PRODUCT_ID,PRODUCT_CAT,PRODUCT_NAME,PAYMENT_TYPE,QTY,PRICE,DATETIME,COUNTRY,CITY,WEBSITE,PAYMENT_ID,PAYMENT_SUCCESS,FAILURE_REASON
375,4089,Alexis Campbell,2435,Clothing,Shirt,Credit Card,37,748,2022-01-23 10:33,Mexico,Puebla,Amazon.com,42,N,I entered my card info wrong by accident
376,5672,Jennifer Lee,2637,Gardening,Hoe,Mobile Payments,1,650,2022-01-23 10:33,India,Mumbai,Alibaba.com,64,N,I didn't have enough
377,7223,Austin Martin,9532,Gardening,Rake,Mobile Payments,39,308,2022-06-23 05:15,France,Toulouse,Walmart.com,81,Y,Payment Successful
378,5252,Katherine Martin,1072,Gardening,Rake,Debit Card,27,798,2022-05-18 02:33,China,Beijing,Ebay.com,96,N,I entered my card info wrong by accident
379,3890,Jennifer Lee,150,Clothing,Dress,Mobile Payments,9,57,2022-04-07 9:30,Germany,Koeln,Target.com,44,N,My card was closed
380,7587,Crystal Tucker,2008,Technology,PC,Mobile Payments,16,768,2022-05-18 02:33,South Korea,Incheon,Alibaba.com,2,N,I entered my card info wrong by accident
381,7546,Christina George,7022,Home Appliances,Couch,Mobile Payments,69,693,2022-06-23 05:15,United States,Undefined,Amazon.com,32,N,I entered my card info wrong by accident
382,9072,Emily Bowman,3322,Health,Nyquill,Credit Card,15,519,2022-01-23 10:33,Italy,Naples,Target.com,90,N,My card was closed
383,1827,Erin Watts,7555,Gardening,Plants,Credit Card,62,71,2022-05-18 02:33,Germany,Munich,Walmart.com,84,N,My card was closed
384,4493,Martin Alvarez,6874,Gardening,Hoe,Debit Card,1,991,2022-01-23 10:33,South Korea,Seoul,Ebay.com,6,Y,Payment Successful
385,8817,Michelle Malone,3754,Clothing,Shirt,Mobile Payments,74,481,2022-01-23 10:33,Germany,Berlin,Walmart.com,52,N,My card was closed
386,4526,Jordan Hoffman,8070,Technology,Undefined,Credit Card,12,706,2022-06-23 05:15,France,Paris,Amazon.com,73,N,My card was closed
387,2514,Bryan Salazar,9969,Technology,Tablet,Mobile Payments,36,500,2022-04-07 9:30,United States,San Jose,Ebay.com,91,N,My card was closed
388,7327,Russell Chavez,9262,Gardening,Plants,Debit Card,39,44,2022-05-18 02:33,South Korea,Daegu,Ebay.com,85,N,I didn't have enough
389,282,Russell Chavez,6317,Home Appliances,Couch,Credit Card,6,889,2022-01-23 10:33,India,Chennai,Amazon.com,90,N,I entered my card info wrong by accident
390,3931,Stephanie Peters,4701,Technology,Tablet,Mobile Payments,20,406,2022-04-07 9:30,South Korea,Seoul,Amazon.com,10,N,I entered my card info wrong by accident
391,5510,Sherry Flores,2251,Gardening,Plants,Debit Card,87,592,2022-01-23 10:33,Brazil,Brasilia,Target.com,49,N,I didn't have enough
392,3044,John Small,9038,Gardening,Rake,Debit Card,24,580,2022-06-23 05:15,South Korea,Busan,Target.com,36,N,I entered my card info wrong by accident
393,1306,James Cervantes,9989,Technology,PC,Mobile Payments,49,905,2022-01-23 10:33,Mexico,Puebla,Alibaba.com,68,N,My card was closed
394,8370,Barbara Watson,2458,Home Appliances,Table,Debit Card,79,335,2022-05-18 02:33,Mexico,Mexico City,Target.com,32,N,My card was closed
395,9828,Theresa Young,620,Gardening,Plants,Credit Card,52,971,2022-06-23 05:15,Brazil,Sao Paulo,Ebay.com,43,Y,Payment Successful
396,4221,Michael Thompson,6334,Gardening,Plants,Credit Card,27,127,2022-06-23 05:15,Italy,Turin,Amazon.com,79,Y,Payment Successful
397,9712,Carrie Doyle,6061,Technology,Undefined,Debit Card,45,918,2022-05-18 02:33,Italy,Turin,Alibaba.com,95,N,My card was closed
398,2973,Warren Boyle,7362,Clothing,Shoes,Mobile Payments,39,674,2022-05-18 02:33,Brazil,Brasilia,Ebay.com,44,N,I entered my card info wrong by accident
399,7539,John Small,1504,Health,Tylenol,Debit Card,4,724,2022-01-23 10:33,Italy,Rome,Alibaba.com,68,Y,Payment Successful
400,3520,,9468,Health,Nyquill,Credit Card,42,30,2022-04-07 9:30,India,Kolkata,Walmart.com,38,N,I entered my card info wrong by accident
401,6751,Brandon Holder,6993,Gardening,Rake,Mobile Payments,25,614,2022-06-23 05:15,Germany,Koeln,Amazon.com,46,Y,Payment Successful
402,1493,Joe Weaver,7866,Gardening,Rake,Credit Card,78,102,2022-05-18 02:33,South Korea,Daegu,Ebay.com,44,N,I entered my card info wrong by accident
403,4986,Mary Williams,6694,Clothing,Shoes,Debit Card,83,146,2022-06-23 05:15,India,Mumbai,Amazon.com,81,N,I didn't have enough
404,6405,Rachel Hayes,7032,Gardening,Hoe,Debit Card,16,616,2022-01-23 10:33,India,Mumbai,Amazon.com,33,N,I didn't have enough
405,5052,John Small,6240,Technology,Wires,Credit Card,25,478,2022-01-23 10:33,Italy,Turin,Ebay.com,5,N,I entered my card info wrong by accident
406,600,Elizabeth Newman,3458,Home Appliances,Couch,Mobile Payments,55,121,2022-06-23 05:15,United States,San Francisco,Ebay.com,39,N,I entered my card info wrong by accident
407,3280,Mary Ramsey,5120,Clothing,Shirt,Credit Card,47,667,2022-05-18 02:33,Italy,Naples,Amazon.com,64,Y,Payment Successful
408,8949,James Cervantes,8,Home Appliances,Table,Debit Card,82,474,2022-05-18 02:33,United States,Chicago,Ebay.com,77,Y,Payment Successful
409,7590,Karen Hall,9412,Health,Advil,Debit Card,80,910,2022-04-07 9:30,Japan,Tokyo,Alibaba.com,80,N,My card was closed
410,6580,Jessica King,9503,Health,Tylenol,Debit Card,45,752,2022-06-23 05:15,Italy,Milan,Ebay.com,90,Y,Payment Successful
411,8329,Sherry Flores,177,Technology,Tablet,Debit Card,94,688,2022-04-07 9:30,Italy,Naples,Ebay.com,27,Y,Payment Successful
412,6517,Kathryn Newman,4286,Health,Advil,Debit Card,93,833,2022-04-07 9:30,South Korea,Incheon,Target.com,43,N,I didn't have enough
413,8733,Randy Smith,7831,Home Appliances,Undefined,Credit Card,23,473,2022-06-23 05:15,United States,Houston,Alibaba.com,66,Y,Payment Successful
414,5228,Carolyn Hood,2538,Gardening,Plants,Debit Card,61,820,2022-06-23 05:15,South Korea,Busan,Walmart.com,58,Y,Payment Successful
415,4945,Anna Wilson,6928,Health,Nyquill,Credit Card,100,623,2022-04-07 9:30,Italy,Turin,Ebay.com,77,Y,Payment Successful
416,33,John Cox,2039,Clothing,Shoes,Credit Card,48,762,2022-05-18 02:33,Mexico,Guadalajara,Walmart.com,19,Y,Payment Successful
417,7956,Jordan Hoffman,1880,Health,Nyquill,Mobile Payments,10,932,2022-01-23 10:33,United States,Washington,Target.com,86,Y,Payment Successful
418,7626,Daisy Galvan,5549,Home Appliances,Undefined,Mobile Payments,41,554,2022-04-07 9:30,United States,Philadelphia,Walmart.com,21,N,My card was closed
419,3341,Emily Bowman,7706,Technology,Wires,Debit Card,83,674,2022-05-18 02:33,South Korea,Busan,Alibaba.com,26,N,My card was closed
420,1039,Hunter Gonzalez,6131,Health,Tylenol,Credit Card,79,762,2022-01-23 10:33,Mexico,Guadalajara,Ebay.com,14,Y,Payment Successful
421,3785,Jessica King,3337,Health,Nyquill,Mobile Payments,86,52,2022-04-07 9:30,Germany,Berlin,Alibaba.com,30,Y,Payment Successful
422,1530,Matthew Santos,9777,Health,Nyquill,Credit Card,88,15,2022-01-23 10:33,Germany,Koeln,Alibaba.com,49,N,I entered my card info wrong by accident
423,5366,Elizabeth Newman,5911,Gardening,Rake,Credit Card,21,997,2022-01-23 10:33,South Korea,Busan,Walmart.com,73,N,My card was closed
424,5991,Elizabeth Newman,4579,Technology,Tablet,Mobile Payments,4,853,2022-06-23 05:15,India,Bengaluru,Target.com,56,N,I didn't have enough
425,9600,Juan Armstrong,9068,Gardening,Hoe,Mobile Payments,91,400,2022-05-18 02:33,Japan,Kyoto,Target.com,14,N,I didn't have enough
426,375,Joseph Higgins,4970,Gardening,Plants,Mobile Payments,14,82,2022-04-07 9:30,Mexico,Mexico City,Alibaba.com,21,N,I entered my card info wrong by accident
427,3779,Brandon Holder,9709,Clothing,Shoes,Mobile Payments,72,703,2022-05-18 02:33,United States,Houston,Ebay.com,41,Y,Payment Successful
428,7205,Ronald Gamble,4692,Home Appliances,Table,Credit Card,75,712,2022-06-23 05:15,China,Guangzhou,Amazon.com,69,Y,Payment Successful
429,2255,Kathryn Newman,686,Gardening,Plants,Credit Card,59,988,2022-04-07 9:30,China,Beijing,Walmart.com,66,Y,Payment Successful
430,5660,Jordan Moore,7429,Technology,Tablet,Mobile Payments,21,11,2022-06-23 05:15,Germany,Munich,Alibaba.com,97,Y,Payment Successful
431,8614,Ashley Murphy,7982,Home Appliances,Couch,Mobile Payments,100,579,2022-01-23 10:33,United States,San Francisco,Walmart.com,54,N,I entered my card info wrong by accident
432,8887,Mary Ramsey,2916,Clothing,Shirt,Mobile Payments,48,884,2022-01-23 10:33,United States,San Jose,Ebay.com,36,Y,Payment Successful
433,9126,Taylor Thomas,6210,Clothing,Shirt,Credit Card,30,243,2022-01-23 10:33,India,Chennai,Alibaba.com,38,Y,Payment Successful
434,1186,Joseph Higgins,3721,Clothing,Shoes,Mobile Payments,13,216,2022-01-23 10:33,China,Tianjin,Target.com,16,Y,Payment Successful
435,4646,Charlene Martin,1823,Technology,PC,Mobile Payments,77,283,2022-04-07 9:30,China,Beijing,Alibaba.com,26,N,I didn't have enough
436,5278,Stefanie Simpson,1182,Clothing,Shoes,Credit Card,62,281,2022-04-07 9:30,South Korea,Incheon,Alibaba.com,38,Y,Payment Successful
437,7008,Emily Bowman,2131,Home Appliances,Couch,Debit Card,11,480,2022-06-23 05:15,United States,Chicago,Amazon.com,17,Y,Payment Successful
438,2073,Martin Alvarez,3814,Gardening,Hoe,Credit Card,74,735,2022-05-18 02:33,United States,Washington,Walmart.com,26,Y,Payment Successful
439,7281,Jenna Schultz,3037,Clothing,Shirt,Credit Card,22,110,2022-06-23 05:15,Germany,Berlin,Alibaba.com,89,N,My card was closed
440,2689,Alex Rodgers,2731,Clothing,Dress,Debit Card,66,77,2022-04-07 9:30,United States,Undefined,Alibaba.com,19,Y,Payment Successful
441,1878,Katrina Lynn,4806,Clothing,Shoes,Debit Card,38,641,2022-04-07 9:30,France,Paris,Alibaba.com,91,N,I entered my card info wrong by accident
442,6116,Brittany Montgomery,4896,Clothing,Shoes,Credit Card,73,542,2022-06-23 05:15,India,Mumbai,Amazon.com,23,N,I didn't have enough
443,618,Kelly Mclaughlin,8208,Gardening,Plants,Credit Card,64,759,2022-05-18 02:33,United States,Undefined,Alibaba.com,8,Y,Payment Successful
444,1884,Jenna Schultz,3390,Technology,PC,Debit Card,64,945,2022-01-23 10:33,Brazil,Sao Paulo,Alibaba.com,40,N,I entered my card info wrong by accident
445,4967,Brittany Montgomery,9289,Clothing,Dress,Debit Card,57,497,2022-01-23 10:33,Japan,Tokyo,Amazon.com,88,Y,Payment Successful
446,9777,Kelly Mclaughlin,3987,Health,Nyquill,Debit Card,91,274,2022-01-23 10:33,Germany,Koeln,Ebay.com,64,Y,Payment Successful
447,8592,Michael Thompson,3748,Technology,Undefined,Debit Card,31,993,2022-04-07 9:30,Italy,Naples,Ebay.com,96,N,My card was closed
448,9963,Tyler Porter,892,Home Appliances,Table,Credit Card,70,994,2022-04-07 9:30,Germany,Munich,Amazon.com,3,N,My card was closed
449,2648,Kevin Mendoza,1748,Home Appliances,Undefined,Mobile Payments,55,214,2022-04-07 9:30,China,Beijing,Ebay.com,55,N,I didn't have enough
450,2909,Barbara Watson,7748,Technology,Wires,Credit Card,66,293,2022-01-23 10:33,Brazil,Sao Paulo,Walmart.com,81,N,My card was closed
451,8828,Brittany Montgomery,7342,Technology,Undefined,Credit Card,44,908,2022-01-23 10:33,United States,San Jose,Walmart.com,25,Y,Payment Successful
452,1604,Katherine Martin,9656,Home Appliances,Undefined,Debit Card,10,827,2022-05-18 02:33,Germany,Koeln,Alibaba.com,33,N,I entered my card info wrong by accident
453,7681,Barbara Watson,5133,Home Appliances,Bed,Mobile Payments,19,476,2022-01-23 10:33,Brazil,Brasilia,Alibaba.com,94,Y,Payment Successful
454,2958,Alexis Campbell,6984,Health,Advil,Debit Card,53,934,2022-01-23 10:33,United States,Washington,Target.com,39,N,I entered my card info wrong by accident
455,7782,Elizabeth Newman,780,Health,Tylenol,Debit Card,33,715,2022-06-23 05:15,Brazil,Sao Paulo,Target.com,94,Y,Payment Successful
456,657,Ronald Gamble,4864,Technology,Wires,Credit Card,72,398,2022-06-23 05:15,Brazil,Sao Paulo,Target.com,83,Y,Payment Successful
457,9190,,5880,Clothing,Shirt,Mobile Payments,41,553,2022-05-18 02:33,Japan,Kyoto,Target.com,46,Y,Payment Successful
458,2153,Elizabeth Newman,4607,Clothing,Shoes,Mobile Payments,14,414,2022-06-23 05:15,Germany,Munich,Alibaba.com,58,Y,Payment Successful
459,1112,Stephanie Peters,7433,Technology,Tablet,Mobile Payments,79,248,2022-01-23 10:33,Italy,Turin,Alibaba.com,9,N,I didn't have enough
460,1968,Eric Hernandez,6794,Home Appliances,Table,Debit Card,34,818,2022-04-07 9:30,Italy,Turin,Walmart.com,28,N,I didn't have enough
461,9272,Jennifer Allen,6393,Technology,Wires,Mobile Payments,22,477,2022-06-23 05:15,France,Lyon,Target.com,100,Y,Payment Successful
462,1829,Brittany Montgomery,4757,Clothing,Shoes,Credit Card,9,130,2022-06-23 05:15,France,Nice,Target.com,88,N,My card was closed
463,7204,Joseph Higgins,6676,Technology,Undefined,Credit Card,92,154,2022-06-23 05:15,United States,,Walmart.com,89,Y,Payment Successful
464,3926,Adam Weber,7120,Technology,PC,Mobile Payments,39,109,2022-06-23 05:15,Mexico,Ecatepec de Morelos,Ebay.com,59,N,I didn't have enough
465,5155,Theresa Young,7558,Home Appliances,Bed,Debit Card,16,981,2022-06-23 05:15,Brazil,Fortaleza,Target.com,52,N,I didn't have enough
466,5979,Laurie Maxwell,8217,Gardening,Rake,Debit Card,38,959,2022-06-23 05:15,Germany,Munich,Alibaba.com,1,N,I entered my card info wrong by accident
467,9102,,3558,Technology,Undefined,Mobile Payments,47,196,2022-04-07 9:30,Italy,Naples,Ebay.com,5,N,I didn't have enough
468,9956,Karen Hall,7699,Clothing,Shirt,Mobile Payments,26,28,2022-01-23 10:33,Brazil,Belo Horizonte,Alibaba.com,6,N,My card was closed
469,8490,Jessica Davis,2249,Clothing,Shirt,Mobile Payments,59,609,2022-04-07 9:30,Brazil,Brasilia,Walmart.com,36,N,My card was closed
470,6297,Ryan Pearson,9849,Gardening,Plants,Credit Card,61,421,2022-01-23 10:33,Germany,Munich,Ebay.com,90,Y,Payment Successful
471,9599,Jennifer Lee,805,Gardening,Rake,Credit Card,15,401,2022-01-23 10:33,South Korea,Daegu,Alibaba.com,84,N,My card was closed
472,4821,Melissa Hamilton,5641,Gardening,Hoe,Credit Card,44,877,2022-01-23 10:33,Italy,Rome,Ebay.com,46,Y,Payment Successful
473,275,Luis Hayes,9825,Clothing,Shirt,Credit Card,52,133,2022-06-23 05:15,France,Nice,Walmart.com,61,Y,Payment Successful
474,1848,Karen Hall,6968,Clothing,Shoes,Debit Card,74,58,2022-05-18 02:33,United States,New York City,Walmart.com,68,N,My card was closed
475,6102,Crystal Tucker,5247,Health,Nyquill,Credit Card,44,769,2022-06-23 05:15,Mexico,Mexico City,Ebay.com,73,Y,Payment Successful
476,6935,Erin Watts,5299,Gardening,Hoe,Credit Card,38,874,2022-05-18 02:33,Mexico,Mexico City,Alibaba.com,4,Y,Payment Successful
477,9468,Kelly Mclaughlin,1808,Home Appliances,Table,Credit Card,21,965,2022-05-18 02:33,Germany,Munich,Walmart.com,95,Y,Payment Successful
478,3584,Jordan Moore,1064,Health,Nyquill,Credit Card,49,530,2022-06-23 05:15,United States,Houston,Amazon.com,19,Y,Payment Successful
479,2952,Adam Weber,5015,Home Appliances,Bed,Mobile Payments,53,892,2022-06-23 05:15,United States,Philadelphia,Target.com,70,N,I entered my card info wrong by accident
480,1380,Carolyn Hood,978,Health,Tylenol,Mobile Payments,50,484,2022-01-23 10:33,United States,San Jose,Walmart.com,12,Y,Payment Successful
481,319,Elizabeth Newman,6641,Health,Advil,Credit Card,10,955,2022-06-23 05:15,Mexico,Mexico City,Amazon.com,25,Y,Payment Successful
482,4902,Jillian Torres,9957,Health,Advil,Debit Card,30,113,2022-04-07 9:30,Japan,Kyoto,Target.com,75,N,I didn't have enough
483,5996,John Cox,7804,Clothing,Shoes,Credit Card,18,648,2022-05-18 02:33,United States,New York City,Ebay.com,10,Y,Payment Successful
484,9678,Glenn Jones,7581,Clothing,Shirt,Debit Card,90,421,2022-04-07 9:30,India,Mumbai,Target.com,28,N,I didn't have enough
485,1466,Cynthia Fleming,7289,Health,Nyquill,Credit Card,100,125,2022-01-23 10:33,South Korea,Daegu,Alibaba.com,68,Y,Payment Successful
486,3078,Daisy Galvan,213,Technology,Undefined,Credit Card,82,417,2022-04-07 9:30,United States,Chicago,Ebay.com,80,Y,Payment Successful
487,8152,Mary Williams,5876,Technology,Wires,Mobile Payments,99,142,2022-06-23 05:15,Brazil,Sao Paulo,Walmart.com,89,N,I didn't have enough
488,6168,Glenn Jones,1275,Gardening,Hoe,Debit Card,95,386,2022-05-18 02:33,Germany,Hamburg,Alibaba.com,45,N,I didn't have enough
489,1752,Jennifer Allen,6086,Gardening,Hoe,Debit Card,72,205,2022-04-07 9:30,United States,Philadelphia,Target.com,49,Y,Payment Successful
490,9196,John Cox,75,Home Appliances,Undefined,Credit Card,88,511,2022-05-18 02:33,South Korea,Seoul,Alibaba.com,79,Y,Payment Successful
491,333,Jessica King,407,Health,Tylenol,Mobile Payments,82,419,2022-05-18 02:33,India,Kolkata,Walmart.com,38,N,I didn't have enough
492,3603,Elizabeth Newman,3255,Home Appliances,Bed,Mobile Payments,87,725,2022-01-23 10:33,Italy,Rome,Walmart.com,36,Y,Payment Successful
493,2116,James Golden,2582,Home Appliances,Couch,Debit Card,100,547,2022-06-23 05:15,Germany,Berlin,Walmart.com,77,N,I didn't have enough
494,3869,Cynthia Fleming,4153,Home Appliances,Bed,Debit Card,83,312,2022-04-07 9:30,Brazil,Sao Paulo,Walmart.com,11,Y,Payment Successful
495,4172,Henry Hoffman,9730,Health,Tylenol,Mobile Payments,16,625,2022-01-23 10:33,United States,Undefined,Target.com,34,N,I entered my card info wrong by accident
496,1049,Alex Rodgers,6896,Clothing,Shirt,Credit Card,64,455,2022-01-23 10:33,Germany,Frankfurt am Main,Ebay.com,20,Y,Payment Successful
497,4724,James Golden,2453,Clothing,Shirt,Mobile Payments,73,273,2022-05-18 02:33,Japan,Sapporo,Target.com,88,N,I entered my card info wrong by accident
498,8201,Kathryn Newman,4307,Health,Nyquill,Credit Card,28,57,2022-05-18 02:33,United States,Undefined,Walmart.com,7,N,My card was closed
499,2199,Sherry Harrison,3773,Technology,PC,Credit Card,37,761,2022-04-07 9:30,Brazil,Brasilia,Walmart.com,45,N,I didn't have enough
500,452,Russell Chavez,3047,Health,Advil,Credit Card,83,60,2022-04-07 9:30,France,Nice,Target.com,64,N,My card was closed
501,630,Stefanie Simpson,2149,Gardening,Hoe,Debit Card,20,362,2022-06-23 05:15,Brazil,Belo Horizonte,Amazon.com,30,Y,Payment Successful
502,4996,Kelly Mclaughlin,3409,Gardening,Plants,Debit Card,19,581,2022-05-18 02:33,United States,Chicago,Amazon.com,10,Y,Payment Successful
503,8492,Philip Peterson,7154,Home Appliances,Undefined,Mobile Payments,83,403,2022-05-18 02:33,India,Mumbai,Amazon.com,82,Y,Payment Successful
504,2102,Alexis Campbell,4158,Clothing,Shoes,Mobile Payments,51,565,2022-04-07 9:30,Mexico,Ecatepec de Morelos,Ebay.com,28,N,My card was closed
505,1238,Taylor Bailey,6151,Health,Tylenol,Mobile Payments,96,356,2022-05-18 02:33,South Korea,Busan,Amazon.com,25,Y,Payment Successful
506,5549,Christina George,7543,Gardening,Plants,Credit Card,9,37,2022-04-07 9:30,Brazil,Sao Paulo,Target.com,50,Y,Payment Successful
507,7831,Eric Hernandez,3814,Home Appliances,Couch,Debit Card,80,920,2022-01-23 10:33,Germany,Munich,Walmart.com,28,N,I didn't have enough
508,3252,Elizabeth Newman,8549,Gardening,Plants,Debit Card,71,524,2022-06-23 05:15,Germany,Munich,Walmart.com,33,N,I didn't have enough
509,8662,Mary Williams,4236,Gardening,Hoe,Credit Card,66,254,2022-04-07 9:30,United States,Undefined,Amazon.com,32,N,I didn't have enough
510,9494,Joshua Evans,8652,Technology,PC,Credit Card,94,348,2022-04-07 9:30,Mexico,Ecatepec de Morelos,Amazon.com,48,N,I entered my card info wrong by accident
511,1453,Jessica King,5146,Gardening,Hoe,Debit Card,67,343,2022-01-23 10:33,Brazil,Sao Paulo,Amazon.com,14,Y,Payment Successful
512,3351,Austin Martin,5933,Clothing,Dress,Debit Card,41,594,2022-05-18 02:33,France,Paris,Amazon.com,10,N,My card was closed
513,1290,Kevin Mendoza,3332,Technology,Wires,Debit Card,39,726,2022-04-07 9:30,China,Tianjin,Alibaba.com,21,N,My card was closed
514,5546,Mary Ramsey,1315,Technology,Wires,Mobile Payments,89,454,2022-01-23 10:33,China,Beijing,Ebay.com,46,N,I didn't have enough
515,1509,Kelly Mclaughlin,2330,Home Appliances,Table,Mobile Payments,40,356,2022-05-18 02:33,United States,San Jose,Amazon.com,4,Y,Payment Successful
516,9578,Emily Bowman,8830,Health,Advil,Mobile Payments,71,708,2022-01-23 10:33,India,Mumbai,Amazon.com,86,Y,Payment Successful
517,3591,Glenn Jones,3843,Home Appliances,Undefined,Credit Card,59,391,2022-01-23 10:33,India,Kolkata,Target.com,22,Y,Payment Successful
518,6108,Katrina Lynn,7294,Gardening,Plants,Debit Card,6,298,2022-04-07 9:30,France,Nice,Alibaba.com,79,N,I entered my card info wrong by accident
519,7937,Stephanie Peters,4065,Clothing,Shoes,Credit Card,20,674,2022-06-23 05:15,Brazil,Fortaleza,Amazon.com,46,N,My card was closed
520,6344,Brittany Montgomery,1975,Health,Tylenol,Credit Card,80,715,2022-05-18 02:33,United States,Washington,Amazon.com,40,Y,Payment Successful
521,7205,James Nelson,279,Gardening,Rake,Credit Card,17,451,2022-04-07 9:30,Brazil,Belo Horizonte,Alibaba.com,94,Y,Payment Successful
522,8930,Eric Hernandez,8598,Home Appliances,Couch,Mobile Payments,3,67,2022-04-07 9:30,Germany,Koeln,Alibaba.com,40,Y,Payment Successful
523,2315,Austin Martin,5907,Gardening,Rake,Debit Card,56,919,2022-06-23 05:15,South Korea,Busan,Walmart.com,32,N,I didn't have enough
524,1209,James Golden,3614,Health,Advil,Mobile Payments,10,579,2022-01-23 10:33,Mexico,Ecatepec de Morelos,Walmart.com,39,N,I didn't have enough
525,1074,Erin Watts,4227,Clothing,Shoes,Debit Card,6,571,2022-05-18 02:33,Brazil,Belo Horizonte,Walmart.com,47,Y,Payment Successful
526,8495,Alex Rodgers,3974,Gardening,Rake,Mobile Payments,46,669,2022-01-23 10:33,Brazil,Fortaleza,Amazon.com,22,Y,Payment Successful
527,3706,Jordan Hoffman,5543,Technology,Undefined,Credit Card,97,821,2022-04-07 9:30,United States,Philadelphia,Amazon.com,23,Y,Payment Successful
528,4498,Tina Perry,431,Home Appliances,Undefined,Mobile Payments,58,663,2022-04-07 9:30,Mexico,Puebla,Ebay.com,14,N,My card was closed
529,5097,Shari Flores,3196,Technology,Tablet,Debit Card,14,897,2022-05-18 02:33,Italy,Naples,Amazon.com,19,Y,Payment Successful
530,2621,Joseph Higgins,4174,Technology,Undefined,Mobile Payments,70,948,2022-04-07 9:30,India,Delhi,Amazon.com,50,Y,Payment Successful
531,5849,Elizabeth Newman,1962,Technology,Tablet,Credit Card,9,593,2022-04-07 9:30,United States,San Jose,Alibaba.com,43,N,I didn't have enough
532,7464,Nathaniel Morgan,4520,Health,Advil,Credit Card,40,465,2022-01-23 10:33,Germany,Koeln,Target.com,26,Y,Payment Successful
533,4836,Benjamin Mercado,4414,Technology,Tablet,Mobile Payments,29,909,2022-05-18 02:33,India,Kolkata,Amazon.com,87,N,I didn't have enough
534,7074,Shari Flores,5295,Clothing,Shirt,Credit Card,27,969,2022-04-07 9:30,Germany,Munich,Alibaba.com,59,Y,Payment Successful
535,1490,Russell Chavez,5552,Clothing,Dress,Debit Card,40,929,2022-05-18 02:33,Germany,Frankfurt am Main,Amazon.com,23,N,My card was closed
536,2969,Warren Boyle,5927,Health,Nyquill,Debit Card,29,130,2022-05-18 02:33,France,Nantes,Alibaba.com,47,Y,Payment Successful
537,3112,Bryan Salazar,7519,Home Appliances,Bed,Mobile Payments,17,890,2022-05-18 02:33,United States,San Francisco,Alibaba.com,64,N,I entered my card info wrong by accident
538,905,James Nelson,9050,Gardening,Hoe,Debit Card,65,308,2022-05-18 02:33,United States,Philadelphia,Alibaba.com,12,Y,Payment Successful
539,9508,Sherry Harrison,6631,Technology,Wires,Debit Card,71,506,2022-01-23 10:33,Mexico,Iztapalapa,Ebay.com,29,Y,Payment Successful
540,6638,Brittany Montgomery,404,Gardening,Plants,Mobile Payments,87,964,2022-04-07 9:30,Mexico,Puebla,Amazon.com,2,N,I didn't have enough
541,5494,Laurie Maxwell,2424,Technology,PC,Debit Card,98,580,2022-06-23 05:15,Japan,Kyoto,Alibaba.com,17,Y,Payment Successful
542,1032,James Cervantes,6874,Gardening,Rake,Debit Card,89,129,2022-06-23 05:15,United States,Houston,Amazon.com,8,Y,Payment Successful
543,6992,Mary Williams,6618,Technology,Undefined,Mobile Payments,16,53,2022-05-18 02:33,United States,,Ebay.com,91,Y,Payment Successful
544,1531,Glenn Jones,8122,Clothing,Shoes,Mobile Payments,25,138,2022-01-23 10:33,China,Shanghai,Ebay.com,25,Y,Payment Successful
545,3344,Adam Weber,353,Clothing,Dress,Mobile Payments,1,744,2022-01-23 10:33,Germany,Munich,Amazon.com,60,N,My card was closed
546,7911,Kevin Mendoza,4923,Health,Advil,Credit Card,90,947,2022-04-07 9:30,France,Toulouse,Alibaba.com,68,Y,Payment Successful
547,1143,Eric Hernandez,2191,Gardening,Hoe,Debit Card,14,944,2022-01-23 10:33,South Korea,Busan,Walmart.com,100,Y,Payment Successful
548,3584,Joseph Higgins,8103,Gardening,Plants,Debit Card,67,334,2022-05-18 02:33,India,Chennai,Amazon.com,8,Y,Payment Successful
549,5064,Bryan Salazar,5879,Health,Tylenol,Mobile Payments,80,427,2022-06-23 05:15,India,Mumbai,Ebay.com,41,N,My card was closed
550,3992,Brittany Montgomery,6640,Technology,Wires,Debit Card,41,555,2022-06-23 05:15,China,Tianjin,Alibaba.com,56,Y,Payment Successful
551,7962,John Cox,5948,Health,Tylenol,Credit Card,96,727,2022-01-23 10:33,South Korea,Busan,Target.com,53,Y,Payment Successful
552,4949,Jennifer Allen,1806,Clothing,Shoes,Credit Card,79,436,2022-01-23 10:33,Japan,Osaka,Target.com,78,N,My card was closed
553,2582,Leah Ochoa,899,Gardening,Hoe,Credit Card,24,561,2022-04-07 9:30,Germany,Frankfurt am Main,Alibaba.com,72,Y,Payment Successful
554,9977,James Cervantes,673,Clothing,Shoes,Mobile Payments,29,266,2022-06-23 05:15,Japan,Kyoto,Walmart.com,98,N,I didn't have enough
555,6781,Taylor Thomas,233,Home Appliances,Bed,Credit Card,44,891,2022-01-23 10:33,China,Tianjin,Ebay.com,55,Y,Payment Successful
556,3002,Heather Thompson,1336,Clothing,Shirt,Debit Card,99,602,2022-04-07 9:30,China,Tianjin,Amazon.com,53,N,I didn't have enough
557,5648,Sherry Flores,2775,Home Appliances,Table,Credit Card,93,717,2022-06-23 05:15,France,Nantes,Alibaba.com,37,N,My card was closed
